상품명,규격,단위수량,표준바코드,본사바코드,대표바코드,물류바코드,상품구분,제품설명
DS팔꿈치보호대탄력밴드,M,1,6938588786211,,,,비의약품,-
마그온연질캡슐,10c,1,8806416063422,,,,일반의약품,"근육경련,눈떨림이 잦은 분께 추천"
보스비풋패드,1pair,1,8809306340016,,,,비의약품,-
DS발목보호대탄력밴드,M,1,6938588786914,,,,비의약품,-
나비잠손가락칫솔,1EA,1,8809069670214,,,,비의약품,-
다용도웰빙팩황토냉온찜질팩(천연섬유),1EA,1,8809200032109,,,,비의약품,-
뽀로로인섹트밴드A(원형),20매,1,8805178112072,,,8805178111464,비의약품,-
포켓몬미세먼지항균필터마스크(L),1매,1,8809164100302,,,,비의약품,-
프리티비오틴,100T,1,6292620008137,,,,건강기능식품,"모발 건강,당뇨병 예방
하루 1정씩 복용"
DS손목보호대탄력밴드,L,1,6938588786327,,,,비의약품,-
파워알부로얄,240정,1,7699726001182,,,,건강기능식품,"만성피로,스트레스 심하신 분 필수템"
덴트픽스틀니세정제,2.85g*32T,1,5011351002709,,,,비의약품,-
주사기(26G/1ml),1EA,1,8806102611012,,,,비의약품,-
누비플러스방한대(성인/청색)허브민트향,1EA,1,8809164100432,,,,비의약품,-
그린스토어우먼프로바이오틱스,30c,1,8809325380178,,,,건강기능식품,"3가지 락토바실러스 균주
여성 건강에 좋은 크렌베리"
DS무릎보호대탄력밴드,L,1,6938588786709,,,,비의약품,-
창포빠른허브,80g*2EA,1,8809508726793,,,,비의약품,-
그린과산화수소수(60ml),60ML,1,8806103601135,,,,비의약품,-
듀락칸이지시럽,8p,1,8806449135042,,,,일반의약품,"변을 부드럽게 만들어 변비개선
몸에 흡수되지 않는 변비약"
DS무릎보호대탄력밴드,M,1,6938588786716,,,,비의약품,-
후시딘휴대용연고,0.5g*9EA,1,8806427063039,,,,일반의약품,"개별 포장된 상처에 사용하는 
연고타입 항생제"
니코틴엘로렌즈민트향트로키1mg,36T,1,8800516001810,,,,일반의약품,"입이 심심할 때 가끔
니코틴 캔디 1MG(민트향)"
DS손목보호대탄력밴드,M,1,6938588786334,,,,비의약품,-
퓨어밴드(대형),10매,1,8805178115660,,,,비의약품,-
퓨어밴드(일반형),30매,1,8805178115653,,,,비의약품,-
퓨어밴드(혼합형),30매,1,8805178115677,,,,비의약품,-
컬러마스크(검정),1매,1,8806354907475,,,,비의약품,-
포켓몬스터DP몬스터볼(쵸코맛),12EA,1,8809238861726,,,,비의약품,-
밴드포유플러스(덕용),30매,1,8806035037026,,,,비의약품,-
뿡뿡이음료(애플비타),120ml*10EA,10,8803598088014,,,,비의약품,-
뿡뿡이음료(베리비타),120ml*10EA,10,8803598088021,,,,비의약품,-
안아파골드(리필),10p*6EA,1,8809379130033,,,,비의약품,-
안아파(리필),10p*5EA,1,8809379130026,,,,비의약품,-
정우천왕보심단환,60EA,1,18806942400316,,,,일반의약품,불안초조/불면/두근거림에
위생수액,75ml,1,8806418040315,,,,일반의약품,-
위생수액,75ml*10EA,1,18806418040312,,,,일반의약품,-
본초팜컬러방한대(블랙),1EA,1,8809459680069,,,,비의약품,-
비트이지그립왁스스트립,10매,1,8801154555352,,,,비의약품,-
경옥고,2p,1,8806418060429,,,,일반의약품,-
네오면반창고,2.5cm*330cm,1,8809321290471,,,,비의약품,-
펠비낙첩부제(덕용),40매,4,18806454024017,,,,일반의약품,"관절염,근육 통증 완화에 
효과적인 파스"
엄마까투리,10T,1,8809015893551,,,,비의약품,-
웰치포도,160ml,1,8801043650335,,,,비의약품,-
스키니핏마스크(블랙),1EA,1,6913589634686,,,,비의약품,-
일양홍삼진액,100ml*10EA,1,8806001086621,,,,비의약품,-
일양영비천골드,120ml*10EA,10,8806001001952,,,,비의약품,-
일양홍삼진액,100ml*20EA,1,8806001086645,,,,비의약품,-
영진내몸에좋은복분자,100ml*20EA,1,8806010640470,,,,비의약품,-
비타C허브드링크,100ml,1,8806031003728,,,,비의약품,-
일양홍삼진액,100ml,1,8806001086614,,,,비의약품,-
영진내몸에좋은복분자,100ml,1,8806010640494,,,,비의약품,-
2%부족할때(복숭아),350ml,1,8801056017583,,,,비의약품,-
비디울트라파인0.5ml,1KIT,1,382904901011,,,,비의약품,-
메디힐핸드(머스크),1EA,1,8809261556873,,,,비의약품,-
메디힐핸드(트로피컬),1EA,1,8809261556866,,,,비의약품,-
메디힐핸드(플로랄),1EA,1,8809261556859,,,,비의약품,-
포비돈스틱스왑,2p*6EA,1,8806483002256,,,,일반의약품,유명한 빨간약으로 소독해요
그린솔트에프액(스프레이),50ml,1,8806483000818,,,,일반의약품,-
그린관장약,30ml,1,8806483000429,,,,일반의약품,-
그린관장약,20ml,1,8806483000412,,,,일반의약품,-
리드판액,60EA,1,2880641704401,,,,일반의약품,마시는 간장약
디아로펜캡슐,10c,1,8806417002819,,,,일반의약품,"유산균이 포함된 캡슐지사제 
묽은 변,설사,토사 시 복용"
리액트프리미엄정,2T,1,8806417046011,,,,일반의약품,"간영양제+비타민B군으로 구성된
영양제"
페노크린첩부제,10매,1,8806438008920,,,,일반의약품,"파스명가 신신에서 나온 
시원하고 강력한 파스"
모스키토액,60ml,1,8806037006921,,,,비의약품,-
플래티넘오메가,180c,1,6292620009998,,,,건강기능식품,"기억력개선,혈행개선,눈건강
비타민E와 비타민D 함유"
베오파제정,1p,1,8806985011817,,,,일반의약품,"종합 소화효소제
소화불량,과식,체함,위부팽만감"
UV자외선차단마스크,2매,1,8809117259408,,,,비의약품,-
에스키모면방한대백색,1EA,1,8809144540180,,,,비의약품,-
레스피비엔액(민트),15ml,1,8800543004518,,,,일반의약품,시원하고 빠른 코막힘 완화효과
쿨링시트,2매*3EA,1,8806037006983,,,,비의약품,-
보건용건강마스크,1매,1,8809117259286,,,,비의약품,-
노토피보습크림,150g,1,8809157801032,,,,비의약품,-
일회용부직포방한대헬씨데이,12매,1,8809176187322,,,,비의약품,-
팍스인헤일러(코막힘/졸음방지),2cc,1,8851447030059,,,,비의약품,-
황사마스크KF94(대형),1EA,1,8809181859634,,,,비의약품,-
더마토탈리커버리립밤,4.5g,1,8801051366952,,,,비의약품,-
더마허니민트세럼오일,4.5g,1,8801051250206,,,,비의약품,-
로즈롤브러쉬,1p,1,8801489102320,,,,비의약품,-
야스리(세키엣지),1EA,1,8801489804101,,,,비의약품,-
인섹탄액,45ml,1,8806031160919,,,,비의약품,-
로즈세럼오일,4.5g,1,8801051250190,,,,비의약품,-
UFO팽이,10T,1,8809597020017,,,,비의약품,-
시크릿쥬쥬젤리,1EA,1,8809238865793,,,,비의약품,-
공중부양축구공,10T,1,8809597020031,,,,비의약품,-
우주선팽이,10T,1,8809597020024,,,,비의약품,-
잔트락틴정,20T,1,8806417020714,,,,일반의약품,"위통,속쓰림에 잔트락틴"
그린포비돈요오드액,25ml,1,8806483002317,,,,일반의약품,"상처,화상,수술부위 살균 소독"
그린티눈액,20ml,1,8806483002010,,,,일반의약품,"1일 1~2회
바르는 티눈 제거제"
녹십자스카힐겔,10g,1,8806436033016,,,,일반의약품,1일 수회 사용하는 흉터연고
녹십자스카힐겔,20g,1,8806436033023,,,,일반의약품,1일 수회 사용하는 흉터연고
세븐플러스헤어칼라크림6호(자연갈색),60g,1,8809271860908,,,,비의약품,-
다이나믹일회용마스크,2매,1,8809131398725,,,,비의약품,-
크린클,20ml*50EA,1,8806789011327,,,,일반의약품,"생리식염수
20ml * 50개"
리체나칼라크림4N(약간어두운갈색),60g,1,8806050089130,,,,비의약품,-
원터치헤어커버스틱(자연흑갈색),1EA,1,8807779091398,,,,비의약품,-
리체나칼라크림5N(자연갈색),60g,1,8806050089031,,,,비의약품,-
판시딜캡슐,270c,1,8806534020741,,,,일반의약품,"자라나라 머리머리
약으로 된 유명한 맥주효모"
하벤목캡슐,10c,1,8806428016317,,,8806428016317,일반의약품,제품명변경
뽀로로에어워셔황사마스크KF94,1EA,1,8801051070590,,,,비의약품,-
브라이튼어린이치약(딸기맛),110g,1,8809130160699,,,,비의약품,-
웰티스휴대용이쑤시개,14p*3EA,1,8809215820029,,,,비의약품,-
GM물집방지패드,3매,1,8809228145331,,,,비의약품,-
헬스데이마스크,1EA,1,8809168092955,,,,비의약품,-
익스펜트치실,45cm,1,7038513912056,,,,비의약품,-
노즈팡식염정제분말,60p,1,8800032100011,,,,비의약품,-
노즈팡코세척기,1EA,1,8800032100004,,,,비의약품,-
트리사베이비칫솔,1EA,1,76409844,,,,비의약품,-
트리사아동용칫솔,1EA,1,7610196004510,,,,비의약품,-
크록신정250mg,10T,1,8806503014412,,,,일반의약품,"용량 높은 진통,소염제
생리통,치통,근육통,두통 등"
휘니볼과립,1p,1,8806696028517,,,,일반의약품,"명치가 답답하고,때때로 구역,
구토및 소화 불량"
아이월드소체환,1p,1,8806696032712,,,,일반의약품,"식체,소화불량,위부팽만감,위통"
하디콜에스연질캡슐,1EA,1,8806418064410,,,,일반의약품,"양,한방복합 액상형 종합감기약
하루 3회,2cap씩 복용"
폴리젠샴푸,500ml,1,8809485530000,,,,비의약품,-
앱솔루트실크데미지컨디셔너,500ml,1,8809485530369,,,,비의약품,-
퓨어클린황사마스크KF94(소형),5매,1,8809181859719,,,,비의약품,-
퓨어클린KF94(중형),1EA,1,8809181859689,,,,비의약품,-
폴리젠삼푸,100ml,1,8809485530017,,,,비의약품,-
강력크린베이트액,100ml,1,8806049502541,,,,비의약품,-
쥬뗌펫피모스프레이,120ml,1,8809306544797,,,,비의약품,-
쥬뗌펫귀세정제,120ml,1,8809306544780,,,,비의약품,-
쥬뎀펫눈물자국세정제,120ml,1,8809306544773,,,,비의약품,-
델리발란스치킨우유껌,30g*2p,1,882025000285,,,,비의약품,-
델리발란스치킨우유껌,30g*5p,1,882025000278,,,,비의약품,-
니코스탑20패취,7매,1,8806227001422,,,,일반의약품,"국내 판매 1위
니코틴 패치 20MG(2단계)"
아리아스원형캔소고기+닭고기,100g,1,8809090431211,,,,비의약품,-
몬카트키즈비타씨,50T,1,8809015893469,,,,건강기능식품,-
핑크퐁멀티비타,25T,1,8809181859870,,,,건강기능식품,맛있는 키즈비타민 복숭아맛
볼그레액,10ml,1,8806433010010,,,,일반의약품,"짜먹는 빈혈약,철 결핍성 
빈혈치료제"
쌍화천,100ml*10EA,10,8806016181229,,,,비의약품,-
대웅코큐텐오메가3,240T,1,31201002200513,,,,건강기능식품,"혈액순환과 혈관건강을 동시에
오메가3+코엔자임Q10"
아유레디황사마스크(중형),2매,1,8809180749134,,,,비의약품,-
솔표우황청심원,50ml,1,8806430008416,,,,일반의약품,"마시는 원방 우황청심원
(L-무스콘 함유)
두근거림,불안,혼수"
솔표원방우황청심원,50ml,1,8806430008911,,,,일반의약품,"마시는 원방 우황청심원
두근거림,불안,혼수"
아이조아징크시럽,120ml,1,8809107715303,,,,건강기능식품,글루콘산 아연 함유
뮤코펙트시럽,100ml,1,8806535013018,,,,일반의약품,-
코코몽포도맛,100ml,1,8809260588134,,,,비의약품,-
보령화이바,100ml*20EA,20,8803450102971,,,,비의약품,-
레모나D액,100ml*20EA,20,8806102872543,,,,비의약품,-
그날엔노즈플러스연질캡슐,10c,1,8806481039612,,,,일반의약품,-
스멕타현탁액,20ml*20p,1,8806416016466,18806416016466,,,일반의약품,단종
그날엔콜드플러스연질캡슐,10c,1,8806481039513,,,,일반의약품,-
디알프레쉬점안액,0.8ml*30EA,1,18806741002520,,,,일반의약품,"안구건조증,라식,라섹 수술 
후에 사용하는 인공눈물"
알마겔현탁액,15ml*20p,1,8806421010947,,,,일반의약품,"속쓰림,위산과다"
프록토세딜연고,15g,1,8806521015613,806521015613,,,일반의약품,"세균감염을 감소시키고
스테로이드가 있는 치질 연고"
신풍로시덴겔,50g,1,8806485005026,,,,일반의약품,"바르는 소염진통제
근육∙관절의 통증"
프라렉신크림,35g,1,8806448028710,,,,일반의약품,치질로 가렵고 힘들 때 발라요
리프레쉬플러스점안액0.5%,0.4ml*30EA,1,8806920001323,,,,일반의약품,보습력 있는 CMC함유 인공눈물
설간구구연고,30g,1,8806572003614,,,,일반의약품,치질의 불편한 이물감에
설간구구좌제,10p,1,8806572003720,,,,일반의약품,치질의 불편한 느낌에
베토퀴놀오티프리,60ml,1,3605874299344,,,,동물의약품,"개,고양이 귀 세정제"
정우향성파적환,6p,1,8806942004425,,,,일반의약품,목이 쉬었을때/불편할때
아크퓨어스팟,20ml,1,8808033204073,,,,비의약품,-
보송크림,10g,1,8806502007118,8806502007118,,,일반의약품,"연약한 피부에,유소아 사용가능
피부질환 치료제"
우루사연질캡슐50mg,120c,1,8806416026915,31541320700972,,31540430700842,일반의약품,"UCDA50mg+비타민B1,2
간 기능 개선,육체 피로"
근경나엑스과립(작약감초탕),90p,90,8806638001455,,,,일반의약품,"근육 통증,경련 완화
생약성분,과립형태"
키즈톨유산균껌,26g,1,8801019413742,,,,비의약품,-
참좋은숨황사마스크KF94(백색),3매,1,8809468870123,,,,비의약품,-
까투리밴드(혼합형),16매,1,8809321294714,,,,비의약품,-
까투리밴드(표준형),16매,1,8809321294691,,,,비의약품,-
참좋은숨황사마스크KF94(검정),3매,1,8809468870130,,,,비의약품,-
네오드레싱베이지(M),6매,1,8809449340225,,,,비의약품,-
수성탄력붕대,5cm*1.9m,1,8809302158721,,,,비의약품,-
코지황사방역마스크KF94,1EA,1,8809164105635,,,,비의약품,-
리스테린내추럴그린티,750ml,1,8801008700372,,,,비의약품,-
듀오락위장간케어,40c,1,8809128782537,,,,건강기능식품,"신바이오틱스/1일 1회 2캡슐
우리집의 든든한 상비 유산균"
비디울트라파인6mm,1KIT,1,382903249015,,,,비의약품,-
발가락쿠션,1EA,1,8809544621533,,,,비의약품,-
샌드박스패션키즈밴드(표준),10매,1,8809434846671,,,,비의약품,-
하이가드방역마스크KF94,1EA,1,8809434846312,,,,비의약품,-
앤드미황사KF80,3매,1,8809491070224,,,,비의약품,-
앤드미방역KF94,3매,1,8809491070187,,,,비의약품,-
듀오데이즈7+1(흰색),8매,1,8809528370181,,,,비의약품,-
마그밀정,210T,1,8806537002461,,,,일반의약품,변비 및 속쓰리신분께 추천
록센씬젤카타플라스마,10매,1,8806744014424,,,,일반의약품,"피부자극 덜한,얇은 24시간
오래가는 파스"
이명래고약,1g*3매,1,8806638030110,,,,일반의약품,"종기,고름집 자가치료제"
브이디엑스,180c,1,8806129213879,,,,건강기능식품,"혈당관리 영양제
바나바잎,크롬,마그네슘 등"
더스논황사마스크KF94(소형),1EA,1,8806011635727,,,,비의약품,-
더스논황사마스크KF94,5매,5,8806011636165,18806011636165,,,비의약품,-
드론탈플러스,100정,1,5032756074030,,,,동물의약품,강아지 광범위 내부 종합구충제
이지센스화이바,30+2,1,8809164665498,,,,건강기능식품,"변비완화를 위한 최상의 조합
충분한 양의 물과 함께 복용"
뉴호올스(민트),1EA,1,8850338019449,,,,비의약품,-
뉴호올스(레몬),1EA,1,8850338019418,,,,비의약품,-
뉴호올스(멘톨),1EA,1,8850338019388,,,,비의약품,-
코지황사방역마스크KF94,1EA,1,8809164105703,,,,비의약품,-
코지황사방역마스크,3매,1,8809164105642,,,,비의약품,-
좋은숨황사마스크,1EA,1,8809468870017,,,,비의약품,-
아셀치온,120T,1,8809164665900,,,,건강기능식품,유해산소로부터 세포를 보호
피토테라피샴푸,500ml,1,8809485530857,,,,비의약품,-
앱솔루트실크데미지컨디셔너,500ml,1,8809485531090,,,,비의약품,-
폴리젠샴푸,500ml,1,8809485531045,,,,비의약품,-
더조은황사방역용마스크,1EA,1,8809556510146,,,,비의약품,-
황사마스크KF94,5매,1,8809164105659,,,,비의약품,-
황사방역마스크KF94(소형),1EA,1,8809117255745,,,,비의약품,-
황사방역마스크KF94,1EA,40,8809181859658,,,,비의약품,-
클라우드에프황사마스크,1EA,1,8809164105413,,,,비의약품,-
크리넥스스타일마스크블랙(어린이용),3매,1,8801166130844,,,,비의약품,-
카필러스캡슐,90c,1,8806265005918,,,,일반의약품,1일 3회 먹는 안전한 탈모약
애시논액,12p,1,8806265000135,,,,일반의약품,"위산역류,속쓰림,소화불량"
쏙코에스연질캡슐,10T,1,8806452093414,,,,일반의약품,"효과빠른 액상 코감기약
콧물∙코막힘∙두통"
4시즌마스크(성인용),1EA,1,6926829522247,,,,비의약품,-
아이스크림가게,18T,1,8809146200259,,,,비의약품,-
치즈사사미,70g,1,8809133517346,,,,비의약품,-
큐티프렌즈,4EA,1,8809146200242,,,,비의약품,-
쑥하루발난로,2매,1,8809333904120,,,,비의약품,-
니코틴엘TTS30,7매,1,8800516002121,,,,일반의약품,"니코틴 패치 30MG(1단계)
24시간 효과"
코지황사마스크,3매,1,8809164105710,,,,비의약품,-
프로엑스피액,20ml*60EA,60,8806417025010,,,28806417025010,일반의약품,"마시는 인태반
육체피로,허약체질,체력증진"
페넬로페열냉각시트,6매,1,8809277681408,,,,비의약품,-
파로돈탁스플렉스칫솔,1EA,1,8806105401498,,,,비의약품,-
