상품명,규격,단위수량,표준바코드,본사바코드,대표바코드,물류바코드,상품구분,제품설명
황제골드액,100ml*10EA,10,8806016116528,,,,비의약품,-
모아다이노합체공룡,1EA,1,8809146200297,,,,비의약품,-
글루코닥터스트립,50매,1,8806128321018,,,,비의약품,-
치아로겔,15g,1,8806534038913,,,,일반의약품,바르는 잇몸염증연고
둘코락스좌약,1EA,1,8806520010527,,,,일반의약품,"장운동 촉진 효과로 
배변활동 도움 효과 빠른 좌약"
미래3.3G검사지,50매,1,8809115901071,,,,비의약품,-
홈닥터블루드림발목보호대,M,1,8809336420092,,,,비의약품,-
스미야키커피캔디,100g,1,4901326035027,,,,비의약품,-
귓속체온계브라운(IRT4520IV),1EA,1,4022167452115,,,,비의약품,-
베이비드롭프로바이오틱스,7.5ml,1,8809325380185,,,,건강기능식품,뭔지 모르겠음
닥터플러스마스크,1EA,1,8809597021014,,,,비의약품,-
미향아로마금연파이프,3p,1,8805091110131,,,,비의약품,-
그린에탄올,60ml,1,8806103600015,,,,비의약품,-
프라임손소독제스프레이,50ml,1,8806035091097,,,,비의약품,-
둥근머리버물리겔50g,50g,1,8806420029148,,,,일반의약품,"벌레물린데,가려운데,피부염에
바르는 겔 타입 피부치료제"
아우성특수초박형,10p,1,8809030210098,,,,비의약품,-
아우성특수나선형,10p,1,8809030210128,,,,비의약품,-
변온모유저장팩,30매,1,8809443310446,,,,비의약품,-
신신디펜롱겔,0.7g*5EA,1,8806438015126,,,,일반의약품,"조루증 예방제
끈적임 없이 쾌적한 사용감"
아우성스탠다드,10p,1,8809030210142,,,,비의약품,-
발가락교정기,1EA,1,8804905251602,,,,비의약품,-
화이트시크릿홀(슬림),8EA,1,8801166227858,,,,비의약품,-
소포트프리미엄콘돔,12p,1,8809001579513,,,,비의약품,-
니코패취20,7매,1,8806436008922,,,,일반의약품,"니코틴 패치 20MG(2단계)
24시간 효과"
파이브와이검정,1EA,1,8809306544018,,,,비의약품,-
내츄럴러브젤,120ml,1,8809235673964,,,,비의약품,-
아몰지A크림,35g,1,8806707006336,,,,일반의약품,알레르기성 또는 염증성 피부질환
코피코커피맛사탕,1EA,1,8886001100145,,,,비의약품,-
드시모네4500,30p,1,8809549770885,,,,건강기능식품,"보장균수 4,500억/1일 1포
고함량 프로바이오틱스"
해피홈크리넥스(중형),3매,1,8806006253189,,,,비의약품,-
해피홈크리넥스(대형),3EA,1,8806006253172,,,,비의약품,-
메디폼H(원형),3매,1,8806129670030,,,,비의약품,-
테일러골든푸룬,200g,1,8809170548976,,,,비의약품,-
아셀치온,240T,1,8809164666105,,,,건강기능식품,유해산소로부터 세포를 보호
메디폼H씬,2매,1,8806129670016,,,,비의약품,-
코지황사마스크KF94(흰색),5매,1,8809164105758,,,,비의약품,-
디카맥스디플러스,90T,1,8806646011927,,,,일반의약품,"비타민D,고함량 칼슘으로
골다공증 예방,뼈 건강 증진"
셀로맥스페놈,1EA,1,8809293210163,,,,비의약품,-
다나음비타민D1000세트,90c*2EA,1,8809177044402,,,,건강기능식품,"비타민D 전문기업 다나음의
1000IU 츄어블 비타민D(6개월)"
원터치헤어커버스틱(자연갈색),1EA,1,8807779091381,,,,비의약품,-
한풍조인트파워,120정,1,8809364343097,,,,건강기능식품,관절 연골 건강에 도움이 됨
생유산균요구르트,18T,1,8809133683461,,,,비의약품,-
텐텐츄정,120T,1,8806435028839,,,,일반의약품,맛있는 츄어블 비타민
동아글루코사민정골드,120T*2EA,1,8806011435020,,,,건강기능식품,-
조아토닉캡슐,20c,1,8806446011349,,,,일반의약품,"비타민+아미노산 
피로회복/자양강장"
훼미그린정,50T*2EA,2,18806436035611,,,,일반의약품,"갱년기 증상 치료및 호르몬 
밸런스 유지"
리버타인액,20ml,1,8806582029116,,,,일반의약품,마시는 간해독 영양제
조아덤,4매,1,8809596320002,,,,비의약품,-
코큐텐비타알부정,90T*2EA,2,18806417022418,,,,일반의약품,"코큐텐,비타민,미네랄이 포함된
종합영양제 철분포함"
테르나쿨크림,1EA,1,8800533001015,,,,일반의약품,시원한 무좀크림
실리세프연질캡슐,120c,2,18806429039213,,,,일반의약품,"식물성 성분 
밀크시슬 함유 간장제"
훼로모아시럽,10ml*30EA,30,28806419042718,28806419042725,,,일반의약품,"액상타입의 흡수가 가장 빠르고
위장장애가 없는 철분제제"
헤파라이프연질캡슐,120c,2,18806985010213,,,,일반의약품,밀크시슬 성분의 간염 치료
루브겔,100g,1,8806113805660,,,,비의약품,-
브리타휠타,1EA,1,4006387019990,,,,비의약품,-
메모세린,90c,1,8809381730122,,,,건강기능식품,-
황제액,100ml,1,8806016116511,,,,비의약품,-
정관장홍삼원,100ml,1,8809023009135,,,,비의약품,-
유기농이온케어,140ml,1,8801069178738,,,,비의약품,-
위싹정,20T,1,8800543004822,,,,일반의약품,-
마이니봄빛백수오,30p,1,8806018709469,,,,건강기능식품,-
마이니남성활력케어S,60c,1,8806018709483,,,,건강기능식품,-
마이니메모리지피에스,60c,1,8806018709513,,,,건강기능식품,-
소청룡탕(아이월드),1p,1,8806696011311,,,,일반의약품,"맑은 콧물,재채기,묽은 가래"
파낙스통通,270T,1,8809124102896,,,,건강기능식품,혈행개선 영양제
피존젖꼭지브러쉬,2EA,1,4902508176163,,,,비의약품,-
나노업여성용칫솔,1EA,1,8809115168917,,,,비의약품,-
닥터119칼라민로숀,35ml,1,8809187040074,,,,비의약품,-
파리온끈끈이,10매,1,8809041280202,,,,비의약품,-
멸균종이면봉,100p,1,8809003722542,,,,비의약품,-
연예인마스크,1EA,1,8806035108979,,,,비의약품,-
오보크,1EA,1,8806131800005,,,,비의약품,-
미소그린과립,12p,1,8806613024189,,,,일반의약품,-
화이트팬티형기저기(성인),10EA,1,8809073531020,,,,비의약품,-
프로폴리스목캔디(페퍼민트),40g,1,8809239311817,,,,비의약품,-
프로폴리스목캔디(레몬),40g,1,8809297630004,,,,비의약품,-
청솔소독용에탄올,250ml,1,8809034589992,8809295770016,,,비의약품,-
그린과산화수소수,250ml,1,8806103601159,,,,비의약품,-
메칠알콜,400ml,1,8809034589930,,,,비의약품,-
미니막스칼슘&미네랄,120T,1,8806011435624,,,,건강기능식품,-
레모나산,70p,1,8806102872895,,,,비의약품,-
미셀라클렌징워터,1EA,1,8809367310959,,,,비의약품,-
대웅락피더스아이,60p,2,8809110030608,,,,건강기능식품,"유소아용 8종유산균
달달한 가루 스틱 포장"
슈팅카도장놀이,10T,1,8809238865847,,,,비의약품,-
경남레모나헬씨정,180T,1,8806102872192,,,,비의약품,-
에띠앙스(쿨민트향),10ml,1,8809148001465,8809148001533,,,비의약품,-
에띠앙스(자몽향),10ml,1,8809148001496,,,,비의약품,-
페리오키즈1단계,1EA,1,8801051003789,,,,비의약품,-
듀오락스탑,60c,1,8809128782582,,,,건강기능식품,"보장균수 20억/1일1회2캡슐 
개별포장으로 편하게"
일동후루케어캡슐,10c,1,8806429026056,,,,일반의약품,"가래의 점도를 묽게하여 
배출을 도와주는제품"
무형광위생면봉,200p,1,8807494012197,,,,비의약품,-
노즈큐어코세척기발포소독정,1EA,1,8809137860479,,,,비의약품,-
오마샤리프60칼라크림6호,1EA,1,8806022166357,,,,비의약품,-
황동시에스베리아수면안대,1EA,1,8805971000750,,,,비의약품,-
오마샤리프60칼라크림5호,1EA,1,8806022166364,,,,비의약품,-
오마샤리프60칼라크림7호,1EA,1,8806022166340,,,,비의약품,-
귀소지기세트,1SET,1,4972525531016,,,,비의약품,-
에프킬라내츄럴후레쉬(트윈팩),500ml*2EA,1,8801328310237,,,,비의약품,-
에프킬라내츄럴후레쉬,500ml,1,8801328310145,,,,비의약품,-
일동스마트알티지오메가3,120c,1,8806018709537,,,,건강기능식품,"알티지오메가3 프리미엄으로
리뉴얼됨"
에프킬라킨,500ml,1,8801328311555,,,,비의약품,-
코골이밴드,12EA,1,8809218310138,,,,비의약품,-
덴큐당의정,240T,2,8806429000926,,,,일반의약품,"효과좋은 잇몸영양제
인사돌 동일 제품(80일)"
노페인에프정,10T,1,8806891011314,,,,일반의약품,"복용 각종 통증 및 
오한,발열 시의 해열"
이즈콜정,10T,1,8806891012113,,,,일반의약품,허가취하
애가펜정,10T,1,8806641008816,,,,일반의약품,"근육통,두통,요통"
콜디펜캡슐,10c,1,8806891022822,,,,일반의약품,-
스노콜정,10T,1,8806891009519,,,8800527009218,일반의약품,"효과 빠른 코감기약
흐르는 콧물,재채기,코막힘"
아로마천연허브찜질팩(어깨용),1EA,1,8809078605207,,,8809279711332,비의약품,-
글리지젠라비알,5ml,1,8470000633331,,,,비의약품,-
아로마천연허브찜질팩,1EA,1,8809279713992,8809078605191,,8809279711325,비의약품,-
디클로펜24첩부제,40매,4,18806454015039,,,,일반의약품,"24시간 효과 지속으로 관절염
근육통에 빠르고 오래가는 파스"
파마라스틱압박스타킹,M,1,8430469010432,,,,비의약품,-
써버쿨키드크림,15g,1,8806436035713,,,,일반의약품,"생후1개월부터 쓰는 영∙유아용
벌레물림∙가려움∙땀띠∙피부염"
에코퓨어발샴푸,300ml,1,8808033204028,,,,비의약품,-
메쉬엠마스크,7매,1,8809602630002,,,,비의약품,-
정로환,120환,1,8806432002115,,,,일반의약품,체하거나 설사에는 처음부터~
프랜드키즈코코아맛(뼈의형성),20T,1,8809317536170,,,,건강기능식품,"뼈 형성에 도움이 되는 
키즈 영양제"
프랜드키즈포도맛(눈건강),20T,1,8809317536187,,,,건강기능식품,"눈 건강에 도움이 되는 
키즈 영양제"
프랜드키즈딸기맛(면역),20T,1,8809317536163,,,,건강기능식품,"면역을 지켜주는 딸기맛
건강기능식품"
"프랜드키즈레몬맛(산소운반,혈액생성)",20T,1,8809317536156,,,,건강기능식품,"혈액 건강을 지켜주는 
레몬맛 영양제"
"프랜드키즈요구르트(유산균,배변)",20T,1,8809317536194,,,,건강기능식품,"장 건강에 도움이 되는 
키즈 영양제"
리스킨메이크업리무버&클렌징티슈,20매,1,8809202250068,,,,비의약품,-
이나바차오츄르가다랑어(고양이/습식),56g,1,4901133716584,,,,비의약품,-
에이씨케어스페셜세트,1SET,1,8807050014962,,,,비의약품,-
츄르또스틱가다랑어(고양이/간식),56g,1,4901133718748,,,,비의약품,-
캣츠아이훈제닭가슴살(고양이),25g,1,8809113626839,,,,비의약품,-
포비스덴탈크린치약,100ml,1,8809058114781,,,,비의약품,-
포비스살충귀세정제,80ml,1,8809058114774,,,,비의약품,-
퍼피아이도그팩보관통리필,2EA,1,8809113628482,,,,비의약품,-
클린업바르는효소치약,80g,1,8809113626099,,,,비의약품,-
아이조아칼슘플러스츄어블,60T,1,8809191016430,,,,건강기능식품,"칼슘,마그네슘,비타민D,아연,망간"
메가센파워,1SET,1,8809330474084,,,,비의약품,-
아연60,100T,1,68907644448,,,,건강기능식품,면역기능에 도움을 줌
징코에이스프리미엄,90c,2,8809525431762,,,,건강기능식품,"기억력,혈행개선에 도움을 줌"
"성진멸균가아제(대형)(4"")",10cm*10cm,1,8809331995038,,,,비의약품,-
"성진멸균가아제(중형)(3"")",7.5cm*7.5cm,1,8809331995045,,,,비의약품,-
엽산400,100T,1,689076442787,,,,건강기능식품,"엽산 보충제
임신 준비 시,임산부 보충"
"성진멸균가아제(소형)(2"")",5cm*5cm,1,8809331995014,,,,비의약품,-
크리넥스건강마스크,5매,1,18801166130346,,,,비의약품,-
메가멀티비타민미네랄우먼,100T,1,8907644358,,,,건강기능식품,-
메가멀티비타민미네랄맨,100T,1,8907644348,,,,건강기능식품,-
나노실버데오드란트,40ml,1,8809202250341,,,,비의약품,-
네오팔꿈치보호대,L,1,826889700011,0826889700011,,,비의약품,-
오토첵혈당측정기,1EA,1,8809126648392,,,,비의약품,-
시푸로겔연고3%,50g,1,8806478007020,8806478007020,,108806478007020,일반의약품,"바르는 소염진통제
케토톱성분의 바르는 타입 파스"
마그네비정,60T,1,8806435079213,,,,일반의약품,"근육경련,눈떨림이 잦은 분께
추천"
통보F환,2g,1,8806613033211,,,,일반의약품,치질 완화 한방약
네오스포츠손목보호대,S,1,826889800032,0826889800032,,826889800032,비의약품,-
치감F환,2g,1,8806613032214,,,,일반의약품,"한방 감기몸살,근육통,두통"
네오스포츠손목보호대,M,1,826889800032,0826889800032,,826889800032,비의약품,-
네오스포츠손목보호대,L,1,826889800032,0826889800032,,826889800032,비의약품,-
입체마스크,1EA,1,8809261906449,,,,비의약품,-
엑세라민비정,60T*2EA,2,8806429045016,,,,일반의약품,"피로회복 비타민B군
육체피로,신경통,구내염 등"
씨콜드플러스코프정,12T,1,8806416029619,,,,일반의약품,단종
보령화이바,100ml*10EA,10,8803450102964,,,,비의약품,-
인사메디,120T,2,8809560620084,,,,건강기능식품,"치아,잇몸 건강까지
인사돌,이가탄 성분 함유"
영반창고,7.5cm*330cm,1,8805178211317,,,,비의약품,-
영반창고,1.0cm*330cm,1,8805178211119,,,,비의약품,-
영반창고,2.5cm*330cm,1,8805178211218,,,,비의약품,-
캐리황사마스크,1EA,1,8806035108160,,,,비의약품,-
케논엘플라스타,40매,1,18806744000523,,,,일반의약품,소염진통제 파스
진주퓨어스마일,1EA,1,4526371000150,,,,비의약품,-
로얄제리퓨어스마일,1EA,1,4526371000181,,,,비의약품,-
비타민퓨어스마일,1EA,1,4526371000174,,,,비의약품,-
알로에퓨어스마일,1EA,1,4526371000204,,,,비의약품,-
동성정로환당의정,48T,1,8806432002214,,,,일반의약품,-
해초퓨어스마일,1EA,1,4526371000235,,,,비의약품,-
포도퓨어스마일,1EA,1,4526371000297,,,,비의약품,-
홍삼퓨어스마일,1EA,1,4526371000167,,,,비의약품,-
녹차퓨어스마일,1EA,1,4526371000228,,,,비의약품,-
석류퓨어스마일,1EA,1,4526371000259,,,,비의약품,-
딸기퓨어스마일,1EA,1,4526371000303,,,,비의약품,-
장미퓨어스마일,1EA,1,4526371000211,,,,비의약품,-
당근퓨어스마일,1EA,1,4526371000310,,,,비의약품,-
픽컵젤리,1EA,1,8809273174294,,,,비의약품,-
감자퓨어스마일,1EA,1,4526371000327,,,,비의약품,-
오이퓨어스마일,1EA,1,4526371000266,,,,비의약품,-
콜드펜노즈연질캡슐,10c,1,8806534039316,,,,일반의약품,"효과 빠른 콧물감기약
콧물,코막힘 있는 감기"
토마토퓨어스마일,1EA,1,4526371000242,,,,비의약품,-
콜드펜연질캡슐,10c,1,8806534039415,,,,일반의약품,"효과 빠른 종합감기약
발열 & 기침 & 콧물 시"
3M일반형밴드(마블),8매,1,8806080000648,,,,비의약품,-
세노비아에프정,10T,1,8806218027813,,,,일반의약품,변비 자극성하제+완화성하제
3M하이드로케어밴드,6매,1,8806410000898,,,,비의약품,-
팬시형블레미쉬클리어,28매,1,8806410002021,,,8806410001390,비의약품,-
블레미쉬클리어(원형),36매,1,8801230603571,,,,비의약품,-
블레미쉬클리어(원형),7매,1,8801230603540,,,,비의약품,-
클로안에프점안액,15ml,1,8806495027520,,,8806495027520,일반의약품,"결막염,다래끼,가려운 눈
염증 완화,가려움 증 완화"
개비스콘현탁액,10ml*12p,1,8806406000246,,,,일반의약품,-
크리센위생깔개매트,10EA,1,8809182040116,,,,비의약품,-
신신에어파스,300ml,1,8806438006551,,,,일반의약품,"뿌리는 파스
삔데∙타박상∙근육통"
홈매트교체용,30매,1,8806006307172,,,,비의약품,-
지엘모스패치,18매,1,8809078603807,,,,비의약품,-
씽씽카붕붕딸기비타,12T,1,8809246660205,,,,비의약품,-
드라이문트액,30ml,1,8806425053513,,,,일반의약품,-
드라이문트겔,50g,1,8806425053612,,,,일반의약품,"입마름증,인후∙구강건조증 개선"
인사돌정,100T,1,8806534008527,,,,일반의약품,"치은염,치주염의 염증완화를 
위한 보조치료제"
트리코트크림0.1%,10g,1,8806459030412,,,,일반의약품,습진 피부염 연고
무타실산,4g*30p,1,8806417004820,,,,일반의약품,-
에이씨케어비즈워시폼,130ml,1,8807050014580,,,,비의약품,-
눈앤0.5%점안액,0.5ml*12EA,1,8806435002235,,,,일반의약품,"1회1~2방울,1일 수회 사용
안구 건조 및 자극감 완화"
금쌍탕액,90ml,1,28806641000210,,,,일반의약품,"1일 3회
허약체질,피로회복,과로(쌍화탕)"
미니큐브비타D,1EA,1,8809238865854,,,,비의약품,-
모스제로쿨스틱,50ml,1,8806035042068,,,,비의약품,-
모스제로크림,45ml,1,8809112630431,,,,비의약품,-
모스제로해피썸머아쿠아겔밴드,16p,1,8809277680968,,,,비의약품,-
모스제로해피썸머튜브밴드,1EA,1,8809257751121,,,,비의약품,-
모스제로해피썸머패치,27p,1,8809277680999,,,,비의약품,-
모스제로패치,16p,1,8809112630462,,,,비의약품,-
모스제로해피썸머야광밴드,2p,1,8809112630516,,,,비의약품,-
모스제로밴드,2p,1,8809112630523,,,,비의약품,-
모스제로해피썸머펜던트,1EA,1,8809257751114,,,,비의약품,-
모기없는나라(영.유아용),60ml,1,8806035031048,,,,비의약품,-
모기없는나라(일반용),60ml,1,8806035031031,,,,비의약품,-
포켓몬스터썸머패치(입체형),18p,1,8806035049074,,,,비의약품,-
구슬팔찌(어린이용/옐로우),1EA,1,8809276550811,,,,비의약품,-
비드팔찌(성인용/그린),1EA,1,8809276550859,,,,비의약품,-
비드팔찌(성인용/핑크),1EA,1,8809276550842,,,,비의약품,-
포켓몬스터양면시계팔찌,1EA,1,8806035049067,,,,비의약품,-
큐레이드밴드(혼합),80매,1,8806035107989,,,,비의약품,-
익비환,1EA,1,8806627027213,,,,일반의약품,허가취하
태평환,1EA,1,8806696027817,,,,일반의약품,불안 초조 두근거림 한방안정제
정우거풍지보단환,60EA,1,18806942400118,,,,일반의약품,순수 생약 중풍 치료
정우거풍지보단환,10EA,1,8806942003121,,,,일반의약품,순수 생약 중풍 치료
슬라인정,720T,2,18806432014412,,,,일반의약품,"생약성분의 복부비만 치료제
복부에 피하지방 많으신분 적합"
정우천왕보심단환,10EA,1,8806942002827,,,,일반의약품,불안초조/불면/두근거림에
셀로맥스장생천시럽,7.5ml*60p,1,8807001096221,,,,비의약품,-
황제모비누(탈모방지/양모),110g,1,8804105401142,,,,비의약품,-
미세먼지황사마스크(소형),1EA,1,8809563630165,,,,비의약품,-
포케어손목혈압계(SE-310A),1EA,1,8809003990200,,,,비의약품,-
포케어디지털자동혈압계(SE-9400),1EA,1,8809003990125,,,,비의약품,-
DZ미라클밴드숨쉬는고탄력밴드(혼합),14매,1,8809273170593,,,,비의약품,-
DZ미라클밴드숨쉬는고탄력밴드(덕용),16매,1,8809273170555,,,,비의약품,-
DZ미라클밴드숨쉬는고탄력밴드(대형),8매,1,8809273170579,,,,비의약품,-
트루가닉남성&여성청결제,1SET,1,8809167910373,,,,비의약품,-
뮤코펙트정,20T,1,8806520010022,,,,일반의약품,-
리스테린쿨민트,750ml,1,8801008700129,,,,비의약품,-
알벤다졸정,2T,1,8806419014810,,,,일반의약품,"온가족 구충제(회충약)
봄,가을 1년에 2번 먹어요~"
카밀렌아이스겔,100ml,1,4260019920126,,,,비의약품,-
카밀렌슈르덴크림,50ml,1,8809083410612,,,,비의약품,-
알로에베라발냄새가출사건(발냄새제거),15ml,1,8809089978420,,,,비의약품,-
알로에베라마우스스프레이액(스피아민트향),10ml,1,8809302720034,,,,비의약품,-
MEDELQUICK자동전자혈압계(손목),1EA,1,8025081921589,,,,비의약품,-
MEDELDISPLAY자동전자혈압계(팔뚝),1EA,1,8025081921596,,,,비의약품,-
황토찜질팩(무릎전용),1EA,1,8809200034356,,,,비의약품,-
황토냉온찜질팩(허리전용),1EA,1,8809200033038,,,,비의약품,-
황토냉온찜질팩(어깨전용),1EA,1,8809128340119,,,,비의약품,-
황토냉온찜질팩(어깨전용),1EA,1,8809200032222,,,,비의약품,-
피크닉구강세트(여행용),1SET,1,8809014275143,,,,비의약품,-
콜드펜코프연질캡슐,10c,1,8806534039514,,,,일반의약품,"효과 빠른 기침감기약
기침,가래 있는 감기"
파워글루코스(포도당캔디)체리맛,21g,1,8809238862693,,,,비의약품,-
에바치온캡슐,2c*30p*3EA,90,8806446007752,,,,일반의약품,"독소 해독,피부미백,항산화 효과"
쿨링아이마스크,3매,1,8809033599701,,,,비의약품,-
유판씨프리미엄,60T,1,8809208683877,,,,비의약품,-
유판씨퍼플(포도),60T,1,8809208682757,,,,비의약품,-
키즈팜(사과),100ml,1,8809418620747,,,,비의약품,-
유판씨옐로우(레몬),60T,1,8809208682740,,,,비의약품,-
유판씨레드(딸기),60T,1,8809208682733,,,,비의약품,-
웰빙수면안대슬립큐,1EA,1,8804227020658,,,,비의약품,-
옥숯전기찜질기(4구/베이지),1EA,1,8809200034554,,,,비의약품,-
옥숯전기찜질기(2구/베이지),1EA,1,8809200033311,,,,비의약품,-
엠디프라임옥냉온찜질팩(면100%),1EA,1,8809200033007,,,,비의약품,-
알로에프리미엄여성청결젤,200ml,1,8809086482883,,,,비의약품,-
아티슈(물티슈),80매,1,8809202250013,,,,비의약품,-
둘코락스좌약,5p,1,8806520010510,,,,일반의약품,"장운동 촉진 효과로 배변활동
도움 효과 빠른 좌약"
아쿠아밴드숨쉬는방수밴드(혼합),10매,1,8806035000846,,,,비의약품,-
아쿠아밴드숨쉬는방수밴드(일반),6매,1,8806035051015,,,,비의약품,-
아쿠아밴드숨쉬는방수밴드(대형),3매,1,8806035051022,,,,비의약품,-
슬림드링크장크린,75ml,1,8809105035168,,,,비의약품,-
스킨가드여드름비누,90g,1,8809122652201,,,,비의약품,-
스킨가드아토피비누,90g,1,8809122652300,,,,비의약품,-
슈멜포도당캔디(복숭아맛),1EA,1,4009077060029,,,,비의약품,-
순수애여성청결제,300ml,1,8809127531143,,,,비의약품,-
손가락씌우개(골무),12EA,1,8809240431894,,,,비의약품,-
브라이튼아이스백(9인치),M,1,4981615177270,,,,비의약품,-
비타민씨정1000mg,300T,1,4880642101542,,,48806421015421,일반의약품,비타민C
밥독아기전용코흡인기,1EA,1,8806319411993,,,,비의약품,-
발바닥굳은살제거면도기(Ballet),1p,1,8809046620027,,,,비의약품,-
키움정플러스,240T*2EA,1,8809415550276,,,,건강기능식품,"성장 면역 영양제 PGA 함유
칼슘,비타민D,아연"
멸균거즈3호,7.5cm*7.5cm*20p,1,6970314350501,,,,비의약품,-
바세린헬씨핸드앤네일나리싱로션,60ml,1,8801619043745,,,,비의약품,-
밀레니엄화이트(미백치약),120g,1,8806049606010,,,,비의약품,-
제놀탑에스카타플라스마,5매,1,8806436045613,,,,일반의약품,초기 통증부터 시원한 관절염 치료
비펜카타플라스마,6매,1,8806436049918,,,,일반의약품,강하고 효과 빠른 파스
미니구급함(25품목),1EA,1,8806035016014,,,,비의약품,-
경방경옥고,60p,2,8806613048642,,,,일반의약품,-
리틀아이미러민트(입냄새제거제/슈가프리),8g,1,643901101010,,,,비의약품,-
레포츠입체형방한대(은이온멀티항균)검정,1EA,1,8809226190043,,,,비의약품,-
디오라이프칫솔(어금니전용팁/리필모),1EA,1,8809014275082,,,,비의약품,-
디엠콘텍트렌즈케이스,2p,1,8809015890475,,,,비의약품,-
덴탈마스터일회용치실(Y형),70p,1,4983435111717,,,,비의약품,-
덴탈마스타후레쉬치약,120g,1,8809010178370,,,,비의약품,-
셀로맥스장생천시럽,6p,1,8807001096238,,,,비의약품,-
덱스핸드크림플러스,45g,1,8809233028087,,,,비의약품,-
덱스풋크림플러스,45g,1,8809233028070,,,,비의약품,-
대일빠삐방700,10EA,1,8802260005274,,,,비의약품,-
대일빠삐방1300,10EA,1,8802260005588,,,,비의약품,-
닥터유활력충전에너지바,1EA,1,8801117431907,,,,비의약품,-
닥터애플치간칫솔(I자형/2호)SS,10p,1,8809042042670,,,,비의약품,-
닥터애플치간칫솔(I자형/1호)SSS,10p,1,8809042042656,,,,비의약품,-
닥터굽스퀵힐밤(굳은살),50ml,1,8809089978352,,,,비의약품,-
경옥고,30p*2EA,1,2500017037011,,,,일반의약품,-
다바찌트리트먼트칼라실크인센티브7B(밝은갈색),1EA,1,8809009765475,,,,비의약품,-
다바찌트리트먼트칼라실크인센티브6B(선명한갈색),1EA,1,8809009765468,,,,비의약품,-
다바찌트리트먼트칼라실크인센티브5B(자연갈색),1EA,1,8809009765451,,,,비의약품,-
다바찌트리트먼트칼라실크인센티브4B(진한갈색),1EA,1,8809009765444,,,,비의약품,-
원체크원얼리체크,1KIT,1,8806018709575,,,,비의약품,-
다바찌트리트먼트칼라실크인센티브3B(흑갈색),1EA,1,8809009765437,,,,비의약품,-
다바찌트리트먼트칼라실크인센티브1B(흑색),1EA,1,8809009765420,,,,비의약품,-
나나스비에이씨폼클렌저(여드름케어용),120ml,1,8801051191684,,,,비의약품,-
나나스비아크니스토너(트러블케어용),150ml,1,8801051191691,,,,비의약품,-
나나스비아크니스퀵스팟젤기획(트러블케어용),1SET,1,8801051191332,,,,비의약품,-
나나스비아크니스에멀젼(여드름케어용),150ml,1,8801051191707,,,,비의약품,-
귓속체온계브라운(IRT4020),1EA,1,4022167402110,,,,비의약품,-
귀족귀한발,100g,1,8809186772044,,,,비의약품,-
골드럭셔리러브젤,170g,1,8809158291566,,,,비의약품,-
건치오키드브러쉬세트,6p,1,8804227020115,,,,비의약품,-
부직포일회용마스크,10매,1,8809273174942,,,,비의약품,-
프리엔에프연질캡슐,10c,1,8806534039217,,,,일반의약품,"골관절염,근육통,편두통"
퍼펙트스텐드형지퍼모유팩(밀폐형),30매,1,8809069702830,,,,비의약품,-
생리대예지미인클래식(슬림/중형),18매,1,8809104297543,,,,비의약품,-
엠디프라임황토냉온찜질팩(면100%),1EA,1,8809200033014,,,,비의약품,-
힐뷰푸룬건자두,500g,1,8809074602019,,,,비의약품,-
멸균거즈3호,10cm*10cm*20p,1,6970314350525,,,,비의약품,-
아티슈(물티슈),20매,1,8809202250020,,,,비의약품,-
다용도웰빙팩(옥)냉온찜질팩(천연섬유),1EA,1,8809200032116,,,,비의약품,-
알벤다정,2T,1,8806562047222,,,,일반의약품,"온가족 구충제(회충약)
봄,가을 1년에 2번 먹어요~"
학생용순면방한대(백색),1매,1,8809153330932,,,,비의약품,-
씨앤에프이슬콜라겐페이셜마스크팩,1매,1,8809127539019,,,,비의약품,-
케토크린플라스타,7매,1,8806438008036,,,,일반의약품,소염진통제 파스
냉장고나라코코몽칼라밴드(혼합),20매,1,8806035042020,,,,비의약품,-
밴드포유플러스(혼합),26매,1,8806035037033,,,,비의약품,-
B&B디보어린이치약플러스(딸기),80g,1,8801092513124,8801092516552,,,비의약품,-
페리오코튼에어KF80,1EA,1,8801051349207,,,,비의약품,-
방귀대장뿡뿡이은나노항균칫솔,2p,1,8809051301683,,,,비의약품,-
창포빠른허브1호,80g*2EA,1,8809508726786,,,,비의약품,-
포켓몬스터칼라밴드(혼합),20매,1,8806035030027,,,,비의약품,-
DS손목장갑보호대탄력밴드,L,1,6938588786457,,,,비의약품,-
치스민캡슐,60c,1,8806432029716,,,,일반의약품,"치질,정맥순환개선제"
눈밑에자외선차단(블루/목가리개),1EA,1,6938789187312,,,,비의약품,-
케어리브(중형),50매,1,8806018707939,,,,비의약품,-
건치덴탈플로스치실(왁스코팅),50m,1,8809108920027,,,,비의약품,-
보감탕액,1p,1,8806476031218,,,,일반의약품,"양한방복합 감기약
오한,발열,감기,근육통"
건치덴탈플로스치실(민트왁스),50m,1,8809108920010,,,,비의약품,-
네오덤(울트라신),10cm*10cm,1,8806035015161,,,,비의약품,-
포켓몬미세먼지항균필터마스크(S),1매,1,8613020925028,,,,비의약품,-
네오덤울트라신(원형)혼합형(5EA),35매+12매,1,8806035038016,,,,비의약품,-
DS팔꿈치보호대탄력밴드,L,1,6938588786204,,,,비의약품,-
DS손목장갑보호대탄력밴드,M,1,6938588786464,,,,비의약품,-
DS발목보호대탄력밴드,L,1,6938588786907,,,,비의약품,-
